what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1336741959053
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1336741959053
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1336741959054
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1336741959055
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1336741959056
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1336741959057
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1336741959058
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1336741959059
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1336741959060
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1336741959061
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1336741959062
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1336741959063
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1336741959064
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1336741959091
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1336741959093
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1336741959094
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1336741959095
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1336741959096
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1336741959098
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1336741959099
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1336741959100
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1336741959101
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1336741959102
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1336741959104
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1336741959104
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1336741959105
os,sysinfo,,,"win32",1336741959110
arch,sysinfo,,,"x86_64",1336741959110
ws,sysinfo,,,"win32",1336741959110
locale,sysinfo,,,"en_US",1336741959110
processors,sysinfo,,,"4",1336741959110
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1336741959110
java.runtime.version,sysinfo,,,"1.7.0_03-b05",1336741959110
java.specification.name,sysinfo,,,"Java Platform API Specification",1336741959110
java.specification.vendor,sysinfo,,,"Oracle Corporation",1336741959110
java.specification.version,sysinfo,,,"1.7",1336741959110
java.vendor,sysinfo,,,"Oracle Corporation",1336741959110
java.version,sysinfo,,,"1.7.0_03",1336741959110
java.vm.info,sysinfo,,,"mixed mode",1336741959110
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1336741959110
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1336741959110
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1336741959110
java.vm.specification.version,sysinfo,,,"1.7",1336741959110
java.vm.vendor,sysinfo,,,"Oracle Corporation",1336741959110
java.vm.version,sysinfo,,,"22.1-b02",1336741959110
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1336741959117
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1336741959216
started,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1336741959275
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1336741959293
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1336741959296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336741976035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336741995331
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1336741995534
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1336741995538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336741998041
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1336742001344
