what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1336744844645
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1336744844646
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1336744844648
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1336744844649
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1336744844650
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1336744844651
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1336744844652
started,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1336744844652
os,sysinfo,,,"win32",1336744844657
arch,sysinfo,,,"x86_64",1336744844657
ws,sysinfo,,,"win32",1336744844657
locale,sysinfo,,,"en_US",1336744844657
processors,sysinfo,,,"4",1336744844657
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1336744844657
java.runtime.version,sysinfo,,,"1.7.0_03-b05",1336744844657
java.specification.name,sysinfo,,,"Java Platform API Specification",1336744844657
java.specification.vendor,sysinfo,,,"Oracle Corporation",1336744844657
java.specification.version,sysinfo,,,"1.7",1336744844657
java.vendor,sysinfo,,,"Oracle Corporation",1336744844657
java.version,sysinfo,,,"1.7.0_03",1336744844657
java.vm.info,sysinfo,,,"mixed mode",1336744844657
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1336744844657
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1336744844657
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1336744844657
java.vm.specification.version,sysinfo,,,"1.7",1336744844657
java.vm.vendor,sysinfo,,,"Oracle Corporation",1336744844657
java.vm.version,sysinfo,,,"22.1-b02",1336744844657
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1336744844680
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1336744845064
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336744845411
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1336744846402
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336744858853
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1336744859100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1336744861574
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1336744861797
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1336744861822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744863307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744876498
