what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336745230709
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1336745249582
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1336745249932
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1336745250139
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1336745250310
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1336745250475
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1336745250639
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1336745250831
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1336745251437
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1336745251805
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1336745252441
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336745254100
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1336745258705
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336745259045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336745259175
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336745261314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336745380596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1336745381742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336745382416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336745401721
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1336745406119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336745406507
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336745406616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336745408773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336745413112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336745414683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336745447044
