what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747127060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747163343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1336747177531
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336747180728
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336747184816
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336747189751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747204219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747215901
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336747218605
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336747220847
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336747224165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1336747225419
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336747233499
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336747243546
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1336747259291
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1336747259313
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747264765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747299041
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336747299082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747300617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747330223
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1336747330274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747331620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747451786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747456047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747482683
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1336747482702
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1336747491418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747491752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747491912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747494988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747516574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747519735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747585046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336747585069
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336747585069
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1336747591889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747598580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747599857
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336747599867
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1336747604352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747604704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747604841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747607157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747616252
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336747616300
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336747621555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747630586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747630650
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DGE",1336747630857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747635338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747635438
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DGE",1336747635579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747640941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747644866
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336747649804
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336747653416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336747656673
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DGE",1336747656790
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336747660186
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1336747663651
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747663992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747664145
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336747670592
error,log,,,"Failed to load properties file for project 'DGE'",1336747670748
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336747670793
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336747670836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336747693158
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336747695026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747696678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747745729
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1336747745759
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1336747749171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747749506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747749681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747755858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747834353
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1336747834377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747838010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747841801
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336747843153
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336747845535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747848859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747855878
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336747862400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747864117
error,log,,,"Internal Error",1336747868102
error,log,,,"Problems encountered while deleting resources.",1336747868103
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747874782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336747874798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747880228
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747880295
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747883598
error,log,,,"Internal Error",1336747884365
error,log,,,"Problems encountered while deleting resources.",1336747884365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747885891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336747885908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747891978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747892818
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336747892826
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1336747893014
error,log,,,"Errors occurred during the build.",1336747893018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747893107
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336747895747
